WZ_CD,LA_CD,LA_NM,Group,Group_DESC,SubGroup,SubGroup_DESC
E33032482,E09000004,Bexley,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032483,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032484,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032485,E09000004,Bexley,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032486,E09000004,Bexley,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032487,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032488,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032489,E09000004,Bexley,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032490,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032491,E09000004,Bexley,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33032492,E09000004,Bexley,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33032493,E09000004,Bexley,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032494,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032495,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032496,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032497,E09000004,Bexley,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032498,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032499,E09000004,Bexley,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032500,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032501,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032502,E09000004,Bexley,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032503,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032504,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032505,E09000004,Bexley,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33032506,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032507,E09000004,Bexley,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032508,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032509,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032510,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032511,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032512,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032513,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032514,E09000004,Bexley,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33032515,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032516,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032517,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032518,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032519,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032520,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032521,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032522,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032523,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032524,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032525,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032526,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032527,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032528,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032529,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032530,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032531,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032532,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032533,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032534,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032535,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032536,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032537,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032538,E09000004,Bexley,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032539,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032540,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032541,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032542,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032543,E09000004,Bexley,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33032544,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032545,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032546,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032547,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032548,E09000004,Bexley,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032549,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032550,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032551,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032552,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032553,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032554,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032555,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032556,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032557,E09000004,Bexley,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032558,E09000004,Bexley,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032559,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
